"sentID","compLower","popularity","nComp","percent"
134,"de wandelwagen",3,57,5.76923076923077
134,"hun armen",3,57,5.76923076923077
134,"de wagen",2,57,3.84615384615385
134,"de wieg",1,57,1.92307692307692
134,"gi",1,57,1.92307692307692
134,"zijn buggy",1,57,1.92307692307692
135,"de koets",40,58,76.9230769230769
135,"een koets",15,58,29.4117647058824
135,"zijn koets",2,58,3.84615384615385
135,"een auto",1,58,1.92307692307692
136,"het station",53,58,101.923076923077
136,"het perron",2,58,3.84615384615385
136,"een station",1,58,1.92307692307692
136,"het hoofdstation",1,58,1.92307692307692
136,"het spoor",1,58,1.92307692307692
137,"het zeil",53,58,101.923076923077
137,"het zijl",4,58,7.69230769230769
137,"het zeilde",1,58,1.92307692307692
138,"de postbode",29,58,58
138,"de bezorger",7,58,13.7254901960784
138,"een koerier",5,58,9.80392156862745
138,"de koerier",4,58,7.69230769230769
138,"een bezorger",4,58,7.69230769230769
138,"een man",2,58,3.84615384615385
138,"een postbode",2,58,3.84615384615385
138,"de bezorgservice",1,58,1.92307692307692
138,"de man",1,58,1.92307692307692
138,"de postbesteller",1,58,1.92307692307692
138,"de postbezorger",1,58,1.92307692307692
138,"de winkel",1,58,1.92307692307692
139,"een gedicht",28,57,56
139,"het gedicht",20,57,39.2156862745098
139,"de gedichten",4,57,7.69230769230769
139,"je gedicht",3,57,5.76923076923077
139,"een boek",1,57,1.92307692307692
139,"je brief",1,57,1.92307692307692
140,"het museum",52,58,100
140,"een museum",5,58,9.80392156862745
140,"het rijksmuseum",1,58,1.92307692307692
141,"het slot",34,58,68
141,"het sleutelgat",12,58,23.5294117647059
141,"de deur",9,58,17.6470588235294
141,"de voordeur",1,58,1.92307692307692
141,"het gat",1,58,1.92307692307692
141,"het sleutel",1,58,1.92307692307692
142,"het vak",46,58,88.4615384615385
142,"zijn vak",4,58,7.69230769230769
142,"gi",2,58,3.84615384615385
142,"de omgang",1,58,1.92307692307692
142,"de school",1,58,1.92307692307692
142,"het gebouw",1,58,1.92307692307692
142,"het onderwijs",1,58,1.92307692307692
142,"het team",1,58,1.92307692307692
142,"zijn hart",1,58,1.92307692307692
